timestamp,tx,ty,tz,qx,qy,qz,qw
0.0,50.90979607064294,12.993750410430993,-60.64201476891643,0.0,0.0,0.0,1.0
0.0,64.15728824369627,24.195962097711323,-74.66815895557848,0.0,0.0,0.0,1.0
0.0,69.02977212863591,22.317866420320637,-81.17211722766021,0.0,0.0,0.0,1.0
0.0,72.81683671413738,27.793199282712852,-84.66811922093076,0.0,0.0,0.0,1.0
0.0,75.59220053269777,31.444729892035607,-87.27360924076298,0.0,0.0,0.0,1.0
0.0,75.87107035592412,27.12930376843833,-88.6054855985147,0.0,0.0,0.0,1.0
0.0,77.15471594581759,30.72038010591416,-89.41291039936826,0.0,0.0,0.0,1.0
0.0,77.86603829124323,32.94855981495,-89.80399804673662,0.0,0.0,0.0,1.0
0.0,78.32184700087655,34.37635654387051,-90.05460335535214,0.0,0.0,0.0,1.0
0.0,78.55500405225081,35.25659469556387,-90.12838430037756,0.0,0.0,0.0,1.0
0.0,78.70459317383916,35.82133872163665,-90.17572074888409,0.0,0.0,0.0,1.0
0.0,78.85974615448006,36.2191946927081,-90.29302442141983,0.0,0.0,0.0,1.0
0.0,78.10744383828268,30.28353731843415,-90.72204907307231,0.0,0.0,0.0,1.0
0.0,78.47652664279431,32.699136578593944,-90.64362162563138,0.0,0.0,0.0,1.0
0.0,78.4550634351815,34.17081624185201,-90.27874510351168,0.0,0.0,0.0,1.0
0.0,78.10195141453043,28.965233115121926,-91.01586024361566,0.0,0.0,0.0,1.0
0.0,77.35561572412591,25.522345230781685,-90.84928576862337,0.0,0.0,0.0,1.0
0.0,76.87666068637819,23.27909769578849,-90.74238791423495,0.0,0.0,0.0,1.0
0.0,66.66697063580138,20.675896045421077,-100.21597655170785,0.0,0.0,0.0,1.0
0.0,69.89443258388394,20.053671961994567,-96.60703073043952,0.0,0.0,0.0,1.0
0.0,62.18195460863496,19.55408789929439,-92.5267918354469,0.0,0.0,0.0,1.0
0.0,57.33933532358334,19.26484895686516,-90.1247330718079,0.0,0.0,0.0,1.0
0.0,54.43327775242291,19.2406845178436,-89.02482040130873,0.0,0.0,0.0,1.0
0.0,67.37357024712664,21.0844765703116,-96.0154304707469,0.0,0.0,0.0,1.0
0.0,71.53645096489342,20.661732587000294,-95.39001352975679,0.0,0.0,0.0,1.0
0.0,73.95972697292608,20.45399869210007,-94.63010937132093,0.0,0.0,0.0,1.0
0.0,78.96628622876145,30.003519008032036,-116.74826408884063,0.0,0.0,0.0,1.0
0.0,75.07563592517269,28.776247217055907,-131.45651587677673,0.0,0.0,0.0,1.0
0.0,78.94191082666728,27.62172103843083,-118.66315951768009,0.0,0.0,0.0,1.0
0.0,81.4866500674932,27.176710897001747,-110.42447317525291,0.0,0.0,0.0,1.0
0.0,74.56180525998006,23.843249055232082,-95.38107891183788,0.0,0.0,0.0,1.0
0.0,69.6109838195279,20.291554511351087,-84.67115430612611,0.0,0.0,0.0,1.0
0.0,67.32157346976967,18.073086973880834,-78.7415080759715,0.0,0.0,0.0,1.0
0.0,62.029428179385185,19.729589241022797,-78.04503885807544,0.0,0.0,0.0,1.0
0.0,58.36011109083031,20.279427690053698,-76.85247626250373,0.0,0.0,0.0,1.0
0.0,59.82375685525827,23.712814901915642,-81.0946157809766,0.0,0.0,0.0,1.0
0.0,56.18812851898167,19.95765634698773,-71.34772755407452,0.0,0.0,0.0,1.0
0.0,58.43535948701402,23.89101079258213,-77.1978495479776,0.0,0.0,0.0,1.0
0.0,65.26423791807954,24.5624889337876,-79.76181194013466,0.0,0.0,0.0,1.0
0.0,58.657823444460384,20.438743434052768,-69.27164744216611,0.0,0.0,0.0,1.0
0.0,56.527402373343854,21.299564589034258,-71.47634331315095,0.0,0.0,0.0,1.0
0.0,59.98012628629961,19.039537579904337,-72.97779805251173,0.0,0.0,0.0,1.0
0.0,60.02383938319373,21.953990534584076,-76.38777190191297,0.0,0.0,0.0,1.0
0.0,60.05012310375621,23.808122848714437,-78.5736689194133,0.0,0.0,0.0,1.0
0.0,59.64474843010109,24.834721063168285,-79.4799938707403,0.0,0.0,0.0,1.0
0.0,58.90598808321078,25.29699047666373,-79.46401793915642,0.0,0.0,0.0,1.0
0.0,58.503806211913606,25.64791788255943,-79.57350690845328,0.0,0.0,0.0,1.0
0.0,67.438183117424,27.71886925349842,-83.99704990179423,0.0,0.0,0.0,1.0
0.0,65.41245321539536,25.113833025039668,-78.05249469766979,0.0,0.0,0.0,1.0
0.0,62.810005648388106,25.539528078632472,-78.78622118640416,0.0,0.0,0.0,1.0
0.0,64.0423999962038,21.781544538432676,-77.7036921106627,0.0,0.0,0.0,1.0
0.0,58.477801474588745,21.377462001251992,-73.92669121529026,0.0,0.0,0.0,1.0
0.0,59.75261358887144,23.710455684108812,-77.77423914773179,0.0,0.0,0.0,1.0
0.0,60.55554445993949,22.578990478741865,-74.14114534979451,0.0,0.0,0.0,1.0
0.0,52.074613661313194,19.422488264890173,-74.15367079178571,0.0,0.0,0.0,1.0
0.0,47.30466337184185,17.67518394166083,-75.42693412084022,0.0,0.0,0.0,1.0
0.0,44.10681699044529,16.33173521018581,-75.43346561013614,0.0,0.0,0.0,1.0
0.0,43.60795251939133,15.327982464713815,-67.74064849981141,0.0,0.0,0.0,1.0
0.0,51.26801405148022,15.081029782815406,-70.08295185981449,0.0,0.0,0.0,1.0
0.0,54.76655839237932,20.4295737552781,-75.44556366816262,0.0,0.0,0.0,1.0
0.0,65.03983261831874,24.438662018030666,-81.34797357378582,0.0,0.0,0.0,1.0
0.0,71.44426172027767,26.89537303597912,-84.94708477765452,0.0,0.0,0.0,1.0
0.0,75.74262248719582,28.588039763581442,-87.44550282408018,0.0,0.0,0.0,1.0
0.0,78.31269610390888,29.558204795489807,-88.8601280188102,0.0,0.0,0.0,1.0
0.0,73.66794635418961,27.64106456003784,-87.44141879279584,0.0,0.0,0.0,1.0
0.0,77.16965526883779,29.066581654637428,-89.0462227974468,0.0,0.0,0.0,1.0
0.0,79.41685045864308,29.98139645965136,-90.07609361987473,0.0,0.0,0.0,1.0
0.0,80.67060409253276,30.452380908185322,-90.54828974976594,0.0,0.0,0.0,1.0
0.0,74.9647950957375,24.78101117072549,-84.61912459305945,0.0,0.0,0.0,1.0
0.0,68.77526680852348,20.831541233161765,-78.60502686136869,0.0,0.0,0.0,1.0
0.0,57.88541422429783,18.357303609973954,-77.47298256981132,0.0,0.0,0.0,1.0
0.0,58.90765082934318,18.941042731693656,-73.44379672565924,0.0,0.0,0.0,1.0
0.0,61.086479630893024,17.399683860105984,-73.74290406379701,0.0,0.0,0.0,1.0
0.0,62.48472652165265,16.41052847157377,-73.93485393395527,0.0,0.0,0.0,1.0
0.0,58.079924047058554,19.481196235309614,-74.02834815202857,0.0,0.0,0.0,1.0
0.0,62.369309818381645,23.630149666638534,-79.23274645069993,0.0,0.0,0.0,1.0
